Filename	Title	StartDateTime	Duration (minutes)	Genre1	Genre2	Synopsis Short	Synopsis Medium	Synopsis Long
5187775891987772153	Bill Oddie's Wild Side	11/04/2008	30	factual/petsandanimals:factual/scienceandnature	documentaries	John struggles to film a Goshawk. Things turn a turn for the worse for a family of wrens.	Bill Oddie, cameraman John Aitchison and sound recorder Chris Watson reveal the hidden lives of Britain's animals. John struggles to film a Goshawk, an elusive bird of prey.	Bill Oddie, cameraman John Aitchison and sound recorder Chris Watson reveal the hidden lives of Britain's animals.   Bill sets cameraman John a mission to film elusive bird of prey the Goshawk. To make John's task really tough it has chosen to hang out on the fringes of a military base. Will John succeed with such limited access to his subject?   Back on his home turf, Bill is overjoyed to witness the arrival of a wren family into his back garden. But his happiness is short-lived as things take a turn for the worse and suddenly there is a murder mystery to solve. Bill laments the victims and attempts to locate the perpetrator.  On a lighter note, Bill turns his musical talents to those of our British song birds. His theory is that by categorising their song into jazz or classical genres it is easier to identify which birds are singing which tune.   And if you thought these musings were purely fanciful then there are more surprises as Bill ponders communication with the natural world further - by talking to the trees. He teams up with Chris Watson to listen in to the sounds of a grand old oak. Over the passage of time this ancient old tree has witnessed civil wars, agricultural and industrial revolutions. But in its lifetime generations of the local wildlife have been consistent visitors. Chris places microphones high up in the canopy and deep into the heart of this old tree so that he and Bill can listen in to the hidden sounds that exist within.  Away from the countryside and deep within the heart of London, Bill meets Artist Tony Heywood who has always been curious about microscopic life forms and has taken his enthusiasm for the minutiae to new levels with his work Shimmer.
5187782335268926253	In Search of Medieval Britain	11/04/2008	30	factual/history	documentaries	Alixe Bovey follows the trail north from York to the hotly-contested Scottish border.	Historian Dr Alixe Bovey recreates journeys through Britain as it was in the Middle Ages. She follows the trail north from York to the contested Scottish border.	Medieval art historian Dr Alixe Bovey uses the oldest surviving route map of Britain to make a series of journeys through Britain in the Middle Ages. She follows the trail north from York to the hotly-contested Scottish border and uncovers tantalising clues to Medieval Britain's most dangerous war zone.
5188869820158064317	Around the World in 80 Gardens	14/04/2008	60	factual:factual/homesandgardens/gardens		Monty Don visits the world's 80 most inspiring gardens: this time, in northern Europe.	Monty Don visits the world's 80 most inspiring gardens: this time, in northern Europe. Including Sissinghurst Castle and Monet's garden at Giverny.	Monty Don visits the world's 80 most inspiring gardens: this time, in northern Europe. Monty is spoiled for choice in an area he knows so well. He views the floral wonders of Britain's Sissinghurst Castle and the vivid palette of impressionist painter Monet at Giverny. He enjoys the quirky individuality of the garden of one of his favourite Belgian designers. Finally, Monty goes to Norway to see what can grow 200 miles north of the Arctic Circle.
5189247347783383236	Louis Theroux	15/04/2008	60	factual	documentaries	Louis travels to Limpopo Province to stay in a hunting lodge.	Louis travels to Limpopo Province to stay in a hunting lodge. Hunting in South Africa has become easier than ever before - in fact, it is a blossoming tourist industry.	Louis travels to Limpopo Province to stay in a hunting lodge. Hunting in South Africa has become easier than ever before -  in fact, it is a blossoming tourist industry. The cost of a trophy animal ranges from as little as $250 for a baboon to as much as $70,000 for a rhino. The animals are bred to purpose on private game farms. In fact, lion breeder Piet insists that hunting, by putting an economic value to the animal, has allowed populations of exotic species to flourish.
5190377354509171770	In Search of Medieval Britain	18/04/2008	30	factual/history	documentaries	Alixe Bovey heads west from Gloucester to Wales in the footsteps of Edward I's armies.	Historian Dr Alixe Bovey recreates journeys through Britain during the Middle Ages. She heads west from Gloucester to follow in the footsteps of Edward I's armies into Wales.	Medieval art historian Dr Alixe Bovey uses the oldest surviving route map of Britain to make a series of journeys through Britain in the Middle Ages. She heads west from Gloucester to follow in the footsteps of the huge armies of Edward I into Wales and uncovers evidence of a lawless borderland, a Medieval arms race and clues to the origins of the map itself.
5190756169794471979	To Buy or Not to Buy	19/04/2008	45	factual/homesandgardens		Series that gives house-hunters the chance to 'test-drive' a property before they buy.	Series giving house-hunters the chance to 'test-drive' a property. Ed Hall and Kristian Digby try to find a home in Leicestershire for a couple who are ready for a change of pace.	Series giving house-hunters the chance to 'test-drive' a property before they buy. Ed Hall and Kristian Digby try to find a home in Leicestershire for a couple who are ready for a change of pace.
5192974950729794897	In Search of Medieval Britain	25/04/2008	30	factual/history	documentaries	Alixe Bovey follows the ancient pilgrim trail from the east coast to London.	Historian Dr Alixe Bovey recreates journeys through Britain during the Middle Ages. She follows the ancient pilgrim trail from the east coast to London.	Medieval art historian Dr Alixe Bovey uses the oldest surviving route map of Britain to make a series of journeys through Britain in the Middle Ages. She follows the ancient pilgrim trail from the east coast to London and tracks the flow of commodities and ideas from the rest of Europe, a trade that ultimately cost the lives of half the population of London.
5195573834614591024	To Buy or Not to Buy	02/05/2008	45	factual/homesandgardens:factual/homesandgardens/homes		Jenny Powell and Ian Blandford try to plunder the Essex property market.	Jenny Powell and Ian Blandford are in the county of Dick Turpin fame to plunder the Essex property market to unearth a little treasure for a lady from Liverpool.	Jenny Powell and Ian Blandford are in the county of Dick Turpin fame, trying to successfully plunder the Essex property market to unearth a little treasure for a lady moving from Liverpool.
5195573835440606812	In Search of Medieval Britain	02/05/2008	30	factual/history	documentaries	Medieval art historian Dr Alixe Bovey discovers the origins of precedent in common law.	Historian Dr Alixe Bovey recreates journeys through Britain during the Middle Ages. She explores the life of the commoner.	Medieval art historian Dr Alixe Bovey uses the oldest surviving route map of Britain to make a series of journeys through Britain in the Middle Ages. Exploring the life of the commoner, she discovers the origins of precedent in common law and uncovers the foundations of modern parliament in a bloody power struggle.
5198168853850641979	Bill Oddie's Wild Side	09/05/2008	30	factual/petsandanimals:factual/scienceandnature	documentaries	John tries to film dipper birds on a Scottish river.	Bill Oddie, cameraman John Aitchison and sound recordist Chris Watson discovers the hidden lives of Britain's animals. John tries to film dipper birds on a Scottish river.	Bill joins cameraman John on a river in Scotland and tests his patience with a challenge to film a family of dippers. This multi-talented bird soon appears from the dark peaty waters and provides John with a whole load of entertainment.  It's also judgement day for a load of rooks. Not only are these birds intent on making a racket but their raucous behaviour leads Bill to draw similarities between them and politicians. He explores some of the folklore surrounding these birds and with a bit of role play brings order to chaos.  Up in a woodland wilderness, Bill explores plans to reintroduce beavers to the British countryside. These giant rodents look cute and cuddly but are still viewed by some as interfering tree-fellers with no place in our countryside. Bill spends some time tracking them down and finds out that beavers can in fact have a positive effect on the landscape.  Elsewhere the sun is shining down on sound recordist Chris as he kicks back in a summertime meadow. Bill joins him to examine life in the undergrowth and together they get a buzz out of the many creatures living there. With Chris's audio wizardry they manage to seek out some mini-beasts together but it is only when somebody truly puts their foot in it that they unearth the amazing sounds of a magical underground home.  And finally we venture back into Bill's garden to take a look at the nocturnal guests. It's the fly by night visitors that Bill is interested in, so he sets a trap to entice these beauties down from above.
5198171431661229432	In Search of Medieval Britain	09/05/2008	30	factual/history	documentaries	Alixe Bovey explores medieval Scotland, a nation so young it still had no capital.	Alixe Bovey recreates journeys through medieval Britain. She explores Scotland, a nation so young it still had no capital and where gangsters terrorised its border lands.	Medieval art historian, Dr Alixe Bovey, uses the oldest surviving route map of Britain to make a series of journeys through Britain in the Middle Ages. She explores the most mysterious region on the whole map - Scotland, a nation so young it still had no capital, where wolves reigned over its highland wilderness and gangsters terrorised its border lands.
5199285974844332417	The Age of Terror	12/05/2008	60	factual	documentaries	The story of Osama bin Laden's declaration of War on the West.	Journalist Peter Taylor explores the legacy of four major acts of terror from the last 30 years. The story of Osama bin Laden's declaration of War on the West.	Journalist Peter Taylor explores the impact and legacy of four major acts of terror from the last 30 years. The story of Osama bin Laden's declaration of War on the West, following the1998 truck bomb that exploded outside the American embassy in Nairobi and killed over 200 people, injuring thousands. Featuring moving interviews and archive footage, including an extraordinary interview with the FBI agent who tracked down and questioned a suspected al Qaeda bomber.
5200034588474236194	What Happened Next?	14/05/2008	60	factual	documentaries	An update on Global Village Trucking Co., a 1970s rock group living in a Norfolk commune.	Series which finds out what happened to people featured in past documentaries looks back at a 1970s rock group living in a Norfolk commune.	Series which finds out what happened to people featured in past documentaries. In 1973 the BBC made a film about Global Village Trucking Co., a rock group living in a Norfolk commune with their families, friends, roadies and managers. Their aim was to be self-reliant, and to make it big without a record label. As they reunite for their first gig in 30 years, we find out what's become of the group's members and whether they sold out or maintained their alternative ideals.
5200376037544058186	Seaside Rescue	15/05/2008	30	factual	documentaries	A young man is caught off guard by the surf at Perranporth in Cornwall.	Documentary series following the work of maritime rescue services. A young man is caught off guard by the sand and surf of Perranporth in Cornwall.	Documentary series following the work of maritime rescue services. Perranporth in Cornwall is famous for its sand and surf, but for one intrepid young man the lure of the rocks is just too strong - with very dangerous consequences. In the Solent, Whisky Bravo is called to a tanker anchored in heavy seas when a crewman is badly injured, whilst off the Isle of Wight a ferry is circling a stricken yacht to protect it until the Lifeboat can find them.
5200749699698810533	Bill Oddie's Wild Side	16/05/2008	30	factual/petsandanimals:factual/scienceandnature	documentaries	Sound recordist Chris Watson eavesdrops on puffins.	Final episode. Bill Oddie, cameraman John Aitchison and sound recordist Chris Watson discovers the hidden lives of Britain's animals. Chris eavesdrops on puffins.	Bill Oddie, cameraman John Aitchison and sound recordist Chris Watson discovers the hidden lives of Britain's animals.   Bill kicks off by joining Chris in the Farne Islands for his final exploration into the normally inaudible. This time Bill wants to eavesdrop on puffins. Using a remote microphone, they immerse themselves in the sounds of puffins guffawing over only they know what hilarity. But Bill wants to go further, he wants to eavesdrop on a puffin burrow.   Next up, Bill sets John his most difficult challenge yet, to film dragonflies in flight. He has his work cut out for him. Dragonflies can fly at 30 mph and can change direction in a fraction of a second, making them almost impossible to follow with a telephoto lens.  Meanwhile, Bill enters into a light-hearted investigation of herbal plants. Their use is often thought of as new age, but it's actually very old age. In the seventeenth century a philosophy called The Doctrine of Signatures declared that a plant was able to heal the part of the body that it resembled. Many doctors of the day followed this principle. So were they right? Bill reveals all.  And finally, Bill takes a look at the highlights of the series.
5200775470332796528	In Search of Medieval Britain	16/05/2008	30	factual/history	documentaries	Alixe Bovey explores the West Country as it appeared in medieval times.	Alixe Bovey recreates journeys through medieval Britain. In the West Country, she sees how myths depicted on the Gough Map were used to legitimise wars and empires.	Medieval art historian, Dr Alixe Bovey, uses the oldest surviving route map of Britain to make a series of journeys through Britain asit was in the Middle Ages. In the West Country, she investigates some of the myths and legends depicted on the Gough Map and discovers how these were used to legitimise wars and empires.
5202973633764681442	Seaside Rescue	22/05/2008	30	factual	documentaries	A gentle walk along the beach turns into a full Coastguard rescue for one woman.	Documentary series following the work of maritime rescue services. A gentle walk along the beach turns into a full Coastguard and RNLI rescue for one woman in Beachy Head.	Documentary series following the work of maritime rescue services. What starts out as a gentle walk along the beach to lay some flowers for a friend turns into a full Coastguard and RNLI rescue for one woman in Beachy Head. In Cornwall unusual weather conditions expose a hundred year old shipwreck, creating dangerous conditions for lifeguards and swimmers alike. And on the Isle of Wight it's not a shipwreck that is posing problems, but a sandbank.
5205225915444915787	What Happened Next?	28/05/2008	60	factual	documentaries	Revisiting a 1968 film which about treating two severely autistic children.	Series which finds out what happened to people featured in past BBC documentaries revisits a 1968 film about Philip and Iris, two severely autistic children.	Series which finds out what happened to people featured in past BBC documentaries. In the late 1970s, six couples and three children took part in a unique experiment, spending 13 months living as our Iron Age ancestors would have done and forsaking all the trappings of the modern era. 30 years on,  the series is revisited and members of the group tracked down to find out how the experience has shaped their lives since then.
5205569941495115427	Seaside Rescue	29/05/2008	30	factual	documentaries	A summer's drink lands two men in trouble, and a game of beach cricket goes wrong.	Documentary series following the work of maritime rescue services. A summer's drink lands two men in trouble, and a game of beach cricket has unexpected consequences.	Documentary series following the work of maritime rescue services. A summer's drink lands two men in trouble: one is forced to call out the Falmouth Lifeboat when he can't find his way home; the other requires a full-scale helicopter rescue from an inaccessible chalk pit. A game of beach cricket has unexpected consequences for a boy and his mum.
5207824799325488412	To Buy or Not to Buy	04/06/2008	45	factual/homesandgardens:factual/homesandgardens/homes		Ed Hall and Kristian Digby house-hunt in Staffordshire with a musical couple.	Series that gives buyers the chance to test-drive a property. Ed Hall and Kristian Digby house-hunt in Staffordshire with a musical couple who love anything from the 40s.	Series that gives buyers the chance to test-drive a property before they buy it. Ed Hall and Kristian Digby step back in time as they house-hunt in Staffordshire with a musical couple who love anything from the 40s, 50s and 60s - including their potential new home!
5207824800155698336	What Happened Next?	04/06/2008	60	factual	documentaries	How the past 20 years have changed two opposing Northern Irish politicians.	Series which finds out what happened to people featured in past BBC documentaries revisits a 1985 film about two opposing Northern Irish politicians.	Series which finds out what happened to people featured in past BBC documentaries. This edition revisits a 1985 film which followed two opposing Northern Irish politicians - Republican Martin McGuinness, who was alleged to be the IRA's chief of staff, and Unionist Gregory Campbell, who also provoked controversy with his hardline views. Over 20 years later, we find out how much McGuinness and Campbell have changed as they've moved from the edge to the centre of government.
5208166249225520488	Seaside Rescue	05/06/2008	30	factual	documentaries	A yacht crew's race is cut short by a life-threatening injury.	Documentary series following the work of maritime rescue services. A yacht crew's race is cut short by a life-threatening injury.	Documentary series following the work of maritime rescue services. The waters around the Isle of Wight are world famous for yacht racing, but one crew's race is cut short by a life-threatening injury. In Perranporth the lifeguards face an enormous challenge - rip tides are pulling dozens of swimmers out to sea.
5208197172990051694	To Buy or Not to Buy	05/06/2008	45	factual/homesandgardens:factual/homesandgardens/homes		Ed Hall and Kristian Digby house-hunt with a family of eight in Stratford-upon-Avon.	Series that gives buyers the chance to test-drive a property. Ed Hall and Kristian Digby look for a new family home for a couple and their six children in Stratford-upon-Avon.	Series that gives buyers the chance to test-drive a property before they buy it.  Things do not run smoothly as Ed Hall and Kristian Digby look for a new family home for a couple and their six children in Stratford-upon-Avon.
5209680225197361960	Aliyah - The Journey Home	09/06/2008	30	factual:religionandethics		A look at the passions of British Jews who have chosen to emigrate to Israel.	Jenni Murray narrates this look at the beliefs and the passions of British Jews who have chosen to emigrate to Israel, known as making Aliyah.	Jenni Murray narrates this look at the beliefs and the passions of British Jews who have chosen to emigrate to Israel, a journey known as making Aliyah. But what makes families give up a comfortable life in Britain to live in a country often clouded by religious and political tensions? And what does Aliyah do to the community they leave behind?
5209687956138494766	Hard Sell	09/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Norwich, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Two teams take to the streets of Norwich, where they battle it out to sell the contents of two suitcases in a day, with the winning team keeping all the profit. Presented by Mark Franks.
5210043579430603944	Women In Black	10/06/2008	30	factual	documentaries	Amani travels to Yemen, performing a Muslim makeover on the plane.	Amani Zain travels from London to Yemen to see life behind the veil inside the Muslim women's quarters of her family home.	Amani Zain travels from London to Yemen to see life behind the veil inside the Muslim women's quarters of her family home. On her way she performs a Muslim makeover on the plane, replacing her jeans with her traditional Yemeni abaya. Amani gets herself smoked in frankincense, gives us an abaya style guide, and lets us in on the secrets of all over body hair removal. Forget the Hollywood wax, Muslim women have been at it for centuries.
5210051310371736749	Hard Sell	10/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams battle it out to sell the mystery contents of a suitcase. The team that makes the most money keeps it, along with the losers' cash. Today's edition comes from Cambridge.	Two teams battle it out to sell the mystery contents of a suitcase in a day. The team that makes the most money gets to keep it, along with the losing team's cash. Today's edition comes from Cambridge.
5210417242415566320	What Happened Next?	11/06/2008	60	factual	documentaries	Revisiting the men who in 1984 were young boys committing to a life of priesthood.	Series which finds out what happened to people featured in past BBC documentaries revisits the men who in 1984 were young boys committing to a life of priesthood.	Series which finds out what happened to people featured in past BBC documentaries. In 1984, the BBC visited the last Catholic junior seminary in England, at Upholland, Lancashire. Despite their young age, many of the boys at St Joseph's College were committed to a life in the priesthood, and confident they could face the challenges of such a strict lifestyle. How have they fared more than 20 years later?
5210443011389132089	Hard Sell	11/06/2008	30	factual	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Leicester, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Two teams take to the streets of Leicester, where they battle it out to sell the contents of two suitcases in a day, with the winning team keeping all the profit. Presented by Mark Franks.
5211147815522406208	Countryfile	13/06/2008	60	factual/scienceandnature:factual/scienceandnature/natureandenvironment	magazinesandreviews	John Craven visits Cornwall's Lizard Peninsula to look at the area's flora and fauna.	Rural and agricultural news. John Craven heads to Cornwall's Lizard Peninsula to look at the flora and fauna unique to the area.	Rural and agricultural news. John Craven heads to Cornwall's Lizard Peninsula to take a look at the flora and fauna unique to the area. Juliet Morris asks whether the recent boom in keeping chickens is responsible for a spate of chicken thefts. Adam Henson is in Scotland to look at the effect the loss of 90% of the Caledonian Forest has had on the native capercaillie bird. Michaela Strachan returns to the New Forest to catch up on the commoners hoping to move into two specially-built homes. Plus, this week's video diary is from a traditional Scottish storyteller passing on the tales of her ancestors.
5211163277404671792	Hard Sell	13/06/2008	30	factual	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Glasgow, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Two teams take to the streets of Glasgow, where they battle it out to sell the contents of two suitcases in a day, with the winning team keeping all the profit. Presented by Mark Franks.
5212294571790439134	Hard Sell	16/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Leicester where they battle it out to sell the contents of two suitcases in a day, with the winners keeping the profit. Presented by Mark Franks.	Two teams take to the streets of Leicester where they battle it out to sell the contents of two suitcases in a day, with the winners keeping all the profit. Presented by Mark Franks.
5212610251886695418	Living the Dream Revisited	17/06/2008	60	factual/lifestories		An update of what happened when two feuding families decided to move together.	Series following people who set up their dream businesses. An update on what happened when two feuding families decided to move to the mountains of Andalucia.	Series following people who set up their dream businesses. An update on the story of what happened when two feuding Essex families decided to bury the hatchet and start a new life together in the mountains of Andalucia. In 2002 Bob Wood and his second wife Tracy sold their house to follow their dream. But Bob didn't leave everything behind: his ex-wife Jenny came too, along with her second husband, Simon Avery. Five years later, how are they getting on?
5212625713768961020	Women In Black	17/06/2008	30	factual	documentaries	Amani joins hundreds of Muslim women flocking to the shopping capital of the Gulf - Dubai.	Amani Zain explores life behind the veil, joining hundreds of Muslim women who flock to the shopping capital of the Gulf - Dubai. It's a mecca for Western high end brands.	Amani Zain explores life behind the veil, joining hundreds of Muslim women who flock to the shopping capital of the Gulf - Dubai. It's a mecca for Western high end brands. Even abayas get the crystal encrusted treatment and sell at couture prices. She meets a beauty salon junkie, discovers sexy underwear is high on the Muslim women's shopping list, and finds time to flirt using the latest technological trend sweeping Dubai - Bluetooth.
5212648906592359416	To Buy or Not to Buy	17/06/2008	30	factual/homesandgardens		Simon O'Brien and Melinda Messenger are hoping to find a couple a new Herefordshire home.	Series that gives buyers the chance to test-drive a property before they buy it. Simon O'Brien and Melinda Messenger are hoping to find a couple a new home in Herefordshire.	Series that gives buyers the chance to test-drive a property before they buy it. Smon O'Brien and Melinda Messenger are hoping to find a new Herefordshire home for a couple re-locating from the Isle of Wight.
5213025146557699536	The Making of the Iron Lady	18/06/2008	60	factual/lifestories:factual/politics	documentaries	The inside story of the 20 years that saw Margaret Thatcher rise to the position of PM.	Using unseen archive footage and interviews, Michael Cockerell tells the inside story of the 20 years that took Margaret Thatcher from Commons new girl to prime minister in 1979.	Using unseen archive footage, new filming and interviews with those closest to the action, Michael Cockerell tells the inside story of the 20 years that took Margaret Thatcher from Commons new girl to her election in 1979 as the first ever female British prime minister.   While her decade inside Number 10 has been well covered, the story of how she rose to the top has remained untold, and the film shows how she fought the male chauvinism of Westminster, particularly in her own party.
5213032876668622042	Hard Sell	18/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Exeter, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Two teams take to the streets of Exeter, where they battle it out to sell the contents of two suitcases in a day, with the winners keeping all the profit. Presented by Mark Franks.
5213374327398864506	What Happened Next?	19/06/2008	60	factual	documentaries	Revisiting the staff and pupils of a state comprehensive school in Northamptonshire.	Series which finds out what happened to people featured in past BBC documentaries revisits those involved in a series about a comprehensive school.	Series which finds out what happened to people featured in past BBC documentaries. In 1982 a series followed the staff and pupils of Kingswood school in Northamptonshire, with often controversial access to its inner workings. Its success made Kingswood's head Brian Tyler a nationally recognised figure. A TV crew went back to Corby 25 years later to meet some of the characters from a series which remains the only documentary one about life in an ordinary state school.
5213376903549032231	Seaside Rescue	19/06/2008	30	factual	documentaries	A sinking yacht in the cold waters of the Solent threatens the lives of fourteen sailors.	Documentary series following the work of maritime rescue services. In the cold waters of the Solent, a new racing yacht is sinking, putting the lives of 14 sailors at risk.	Documentary series following the work of maritime rescue services. In the cold waters of the Solent, a brand new racing yacht is sinking, putting the lives of fourteen sailors at risk. Whiskey Bravo needs to get to them fast but first they have to find them. In Falmouth a family fishing boat is in trouble as a mystery underwater object threatens their livelihood . The RNLI send two boats to assist.
5213389789281130116	Jews	19/06/2008	60	factual:religionandethics	documentaries	How a Hasidic Jew with drug-smuggling convictions set about rebuilding his life.	Series about Jewish life in Britain today begins with the story of ultra-orthodox Hasidic Jew Samuel Leibowitz, who has multiple convictions for drug-smuggling.	Documentary series giving an unprecedented insight into Jewish life in Britain today. It begins with the story of ultra-orthodox Hasidic Jew Samuel Leibowitz, who has multiple convictions for international drug-smuggling. Filmmaker Vanessa Engle follows him as he comes out of prison and returns to his community, documenting his re-entry into ultra-orthodox life to discover whether he can overcome his transgressions and live once again as an observant Hasidic Jew.
5213400096372430617	Hard Sell	19/06/2008	30	entertainment	gamesandquizzes	Two teams take to the streets of Norwich to try to sell the contents of their suitcases.	Two teams take to the streets of Norwich, where they battle to sell the contents of two suitcases in a day, with the winners keeping all the profit. Presented by Mark Franks.	Two teams take to the streets of Norwich, where they battle it out to sell the contents of two suitcases in a day, with the winners keeping all the profit. Presented by Mark Franks.
5213401384874874154	Dog Borstal	19/06/2008	30	factual/petsandanimals	reality	Probation officer Mic Martin checks up on possessive mongrel Charlie and owner Heather.	Update on the series in which bad dogs are sent to rehab under the scrutiny of Britain's toughest trainers. Probation officer Mic Martin keeps tabs on possessive mongrel Charlie.	Update on the series in which bad dogs are sent to rehab under the scrutiny of Britain's toughest trainers. Probation officer Mic Martin is keeping tabs on possessive mongrel Charlie and owner Heather. Will they pass the surprise inspection, or get sent straight back to Dog Borstal?
5213407827313563421	To Buy or Not to Buy	19/06/2008	30	factual/homesandgardens		Kristian Digby and Ed Hall help a family re-locate from South Africa to Oxfordshire.	Property series. Kristian Digby and Ed Hall face an onerous task as they try to find open-plan living in Oxfordshire for a family relocating from South Africa.	0
5213740257782274096	Countryfile	20/06/2008	55	factual/scienceandnature	magazinesandreviews	John Craven strays off the beaten track to explore a little-known corner of Cumbria.	John Craven explores a little-known corner of Cumbria, Charlotte Smith visits the Snowdonia National Park, and Michaela Strachan discovers the hidden benefits of birdsong.	Rural and agricultural news. John Craven strays off the beaten track to explore a little-known corner of Cumbria - the Furness Peninsula. Charlotte Smith heads to the Snowdonia National Park to report on a controversial plan to open a commercial airfield. Michaela Strachan finds out about the therapeutic benefits of birdsong. Plus the man who's on a mission to find the Loch Ness monster.
5213762162115483713	To Buy or Not to Buy	20/06/2008	30	factual/homesandgardens		Two women hope to find a place in Somerset to fulfil their wish of living like the Waltons	Series that gives buyers the chance to test-drive a property, with Ed Hall and Jenny Powell. Two women hope to find somewhere in Somerset to live like the Waltons.	Series that gives buyers the chance to test-drive a property before they buy it. It's a family affair as experts Ed Hall and Jenny Powell go house-hunting with two women looking for somewhere in Somerset to fulfil their wish of living like the Waltons.
5215207848107318452	Living the Dream Revisited	24/06/2008	60	factual/lifestories		Catching up with the Fyfe family four years after they relocated to Portugal.	Series following people who set up their dream businesses. We catch up with the Fyfe family four years after they relocated to Portugal from Nottingham.	Series following people who set up their dream businesses. Four years after the Fyfe family relocated to Portugal from Nottingham to set up a bar restaurant, we catch up with the family and finds the business thriving. Simon and Mandy are enjoying a very comfortable life in their adopted homeland. But the family hasn't survived as well as the bar, and what grandparents Graham and Sue now dream of is getting their old Nottingham-life back again.
5215223309989584049	Women In Black	24/06/2008	30	factual	documentaries	Amani Zain guides us around the number one holiday destination for Muslim people .	Forget the Pyramids and the Sphinx - welcome to the Ibiza of the Middle East. Amani Zain guides us around the number one holiday destination for Muslim people.	Forget the Pyramids and the Sphinx - welcome to the Ibiza of the Middle East that is Egypt. Amani Zain guides us around the number one holiday destination for Muslim people across the Arab world, where fashion can be any colour as long as it's not black.
5215231040930716860	Hard Sell	24/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Sheffield, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Mark Franks presents as two teams take to the streets of Sheffield with two suitcases. Over the course of the day each team must sell the contents of their case, with the winning team keeping all the profit.
5215238771871849646	Hard Sell	24/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Newcastle, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Mark Franks presents as two teams take to the streets of Newcastle with two suitcases. Over the course of the day each team must sell the contents of their case, with the winning team keeping all the profit.
5215246502812982439	To Buy or Not to Buy	24/06/2008	30	factual/homesandgardens		A Reading woman is on the hunt for a petite pad in Bath.	Series that lets buyers try a property before buying it. Melinda Messenger and Simon O'Brien are in Bath, on the hunt for a petite pad for a woman relocating from Reading.	Series that gives buyers the chance to test-drive a property before they buy it. Hosts Melinda Messenger and Simon O'Brien are in Bath, on the hunt for a petite pad for a woman relocating from Reading.
5215254233754115230	To Buy or Not to Buy	24/06/2008	30	factual/homesandgardens		Kristian Digby and Ed Hall go house-hunting with a couple of cool customers in Nottingham.	Series that gives buyers the chance to try a property before buying it. Hosts Kristian Digby and Ed Hall go house-hunting with a couple of cool customers in Nottingham.	Series that gives buyers the chance to test-drive a property before they buy it. Hosts Kristian Digby and Ed Hall have their street-cred put to the test as they go house-hunting with a couple of cool customers in Nottingham.
5215612434856811813	What Happened Next?	25/06/2008	60	factual	documentaries	Revisiting Bath Rugby Club to see how ten years of professionalism has affected the game.	Series about people featured in past BBC documentaries revisits Bath Rugby Football Club, which was featured in a 1997 series about the rise of professionalism.	Series which finds out what happened to people featured in past BBC documentaries. In 1997 a series charted the highs and lows of Bath Rugby Football Club at it moved from the amateur to the professional era. At the start of their first pro season Bath were at the top of their game, but as the year went on cracks began to appear. Ten years on, there's a look back at the series and we discover the long-term impact of professionalism on the game and on the players who went through the transition.
5215627895908867531	Hard Sell	25/06/2008	30	entertainment	gamesandquizzes	Two teams battle it out to sell the mystery contents of a suitcase in a day.	Two teams take to the streets of Brighton, where they battle it out to sell the contents of two suitcases in a day. Presented by Mark Franks.	Mark Franks presents as two teams take to the streets of Brighton with two suitcases. Over the course of the day each team must sell the contents of their case, with the winning team keeping all the profit.
5215635626850000320	To Buy or Not to Buy	25/06/2008	30	factual/homesandgardens		A mother and daughter are looking for a period property in Walsall.	Series that gives buyers the chance to test-drive a property before they buy it. Hosts Simon O'Brien and Melinda Messenger are looking for a period property in Walsall.	Series that gives buyers the chance to test-drive a property before they buy it. Hosts Simon O'Brien and Melinda Messenger help a mother and daughter find a period property in Walsall.
5215984808521375035	Jews	26/06/2008	60	factual:religionandethics	documentaries	How children of Holocaust survivors still find themselves carrying the inherited trauma.	Documentary series about Jewish life in Britain today. How the children of Holocaust survivors still find themselves carrying the inherited trauma.	Documentary series giving an unprecedented insight into Jewish life in Britain today. This edition looks at the psychological inheritance of the Holocaust. It may have taken place over half a century ago, but the children of refugees and survivors still find themselves carrying the inherited trauma from the past in their everyday lives. A reflection on the second generation experience which explores how the past informs the present and how history lives on inside our heads.
